序號,英文名稱,中文名稱,中國大陸譯名,來源網站
387,magnetometer,磁強計,磁强计,https://terms.naer.edu.tw/
388,mass,質量,质量,https://terms.naer.edu.tw/
389,mass point  ,質點,质点,https://terms.naer.edu.tw/
390,mass spectrometer,質譜儀,质谱仪,https://terms.naer.edu.tw/
391,mass-energy relation,質能關係[式],质能关系,https://terms.naer.edu.tw/
392,Maxwell equations,馬克士威方程[式],麦克斯韦方程组,https://terms.naer.edu.tw/
393,Maxwell velocity distribution,馬克士威速度分布,麦克斯韦速度分布,https://terms.naer.edu.tw/
394,mean life,平均壽命,平均寿命,https://terms.naer.edu.tw/
395,mean lifetime,平均壽命,平均寿命,https://terms.naer.edu.tw/
396,mean velocity,平均速度,平均速度,https://terms.naer.edu.tw/
397,mechanical energy,力學能,机械能,https://terms.naer.edu.tw/
398,mechanical wave,力學波,机械波,https://terms.naer.edu.tw/
399,melting point,熔點,熔点,https://terms.naer.edu.tw/
400,"melting,  ",熔化,熔化,https://terms.naer.edu.tw/
401,memory,記憶體,存储器,https://terms.naer.edu.tw/
402,mercury vapor lamp,汞燈,汞灯,https://terms.naer.edu.tw/
403,meson,介子,介子,https://terms.naer.edu.tw/
404,metal detector,金屬偵檢器,金属探测器,https://terms.naer.edu.tw/
405,Michelson interferometer,邁克生干涉儀,迈克耳孙干涉仪,https://terms.naer.edu.tw/
406,Michelson-Morley experiment,邁克遜-莫雷實驗,迈克耳孙-莫雷实验,https://terms.naer.edu.tw/
407,microelectronic technique,微電子技術,微电子技术,https://terms.naer.edu.tw/
408,micrometer caliper,螺旋測微器,螺旋测微器,https://terms.naer.edu.tw/
409,microscope,顯微鏡,显微镜,https://terms.naer.edu.tw/
410,microwave oven,微波爐,微波炉,https://terms.naer.edu.tw/
411,microwave relay communication,微波中繼通訊,微波中继通信,https://terms.naer.edu.tw/
412,Millikan,密立坎,密立根,https://terms.naer.edu.tw/
413,Millikan oil-drop experiment,密立坎油滴實驗,密立根油滴实验,https://terms.naer.edu.tw/
414,mirage,海市蜃樓，幻象,海市蜃楼,https://terms.naer.edu.tw/
415,mobile telephone network ,行動電話,移动电话,https://terms.naer.edu.tw/
416,modulation,調制；調變,调制,https://terms.naer.edu.tw/
417,mole,莫耳,摩尔,https://terms.naer.edu.tw/
418,molecular current,分子電流,分子电流,https://terms.naer.edu.tw/
419,molecule,分子,分子,https://terms.naer.edu.tw/
420,moment of force,力矩,力矩,https://terms.naer.edu.tw/
421,moment of inertia,轉動慣量,转动惯量,https://terms.naer.edu.tw/
422,momentum,動量,动量,https://terms.naer.edu.tw/
423,musical quality,音色,音色,https://terms.naer.edu.tw/
424,musical scale,音階,音阶,https://terms.naer.edu.tw/
425,musical tone,樂音,乐音,https://terms.naer.edu.tw/
426,mutual induction,互感[應],互感,https://terms.naer.edu.tw/
427,nanometer,奈米,纳米,https://terms.naer.edu.tw/
428,nanotechnology,奈米技術,纳米科技,https://terms.naer.edu.tw/
429,NC machine tool,數控機具,数控机床,https://terms.naer.edu.tw/
430,neon lamp,霓虹燈,霓虹灯,https://terms.naer.edu.tw/
431,neon light,霓虹燈,霓虹灯,https://terms.naer.edu.tw/
432,neutron bomb,中子彈,中子弹,https://terms.naer.edu.tw/
433,neutron star,中子星,中子星,https://terms.naer.edu.tw/
434,newton,牛頓,牛顿,https://terms.naer.edu.tw/
435,Newton first law,牛頓第一定律,牛顿第一定律,https://terms.naer.edu.tw/
436,Newton laws of motion,牛頓運動定律,牛顿运动定律,https://terms.naer.edu.tw/
437,Newton ring,牛頓環,牛顿环,https://terms.naer.edu.tw/
438,Newton second law,牛頓第二運動定律,牛顿第二定律,https://terms.naer.edu.tw/
439,Newton third law,牛頓第三運動定律,牛顿第三定律,https://terms.naer.edu.tw/
440,nm,奈米,纳米,https://terms.naer.edu.tw/
441,noise,噪音；雜訊,噪声,https://terms.naer.edu.tw/
442,non-crystalline solid,非晶[態固]體,非晶态固体,https://terms.naer.edu.tw/
443,nonconservative force,非保守力,非保守力,https://terms.naer.edu.tw/
444,noninertial system,非慣性系[統],非惯性系,https://terms.naer.edu.tw/
445,nuclear battery,核電池；核能電池,核电池,https://terms.naer.edu.tw/
446,nuclear force,核力,核力,https://terms.naer.edu.tw/
447,nuclear reaction,核反應,核反应,https://terms.naer.edu.tw/
448,nuclear reactor,核反應器,核反应堆,https://terms.naer.edu.tw/
449,nuclide,[原子]核種,核素,https://terms.naer.edu.tw/
450,nulcear magnetic resonance｛=NMR｝,核磁共振,核磁共振,https://terms.naer.edu.tw/
451,numerical control machine tool,數控機具,数控机床,https://terms.naer.edu.tw/
452,Ohm law,歐姆定律,欧姆定律,https://terms.naer.edu.tw/
453,optic-fiber communication,光纖通訊,光纤通信,https://terms.naer.edu.tw/
454,optical [fiber] cable,光纖電纜,光缆,https://terms.naer.edu.tw/
455,optical Doppler effect,光學都卜勒效應,光的多普勒效应,https://terms.naer.edu.tw/
456,optical fiber,光纖,光导纤维,https://terms.naer.edu.tw/
457,optical fiber communication,光纖通訊,光纤通信,https://terms.naer.edu.tw/
458,optical sound recording,光學錄音,光学录声,https://terms.naer.edu.tw/
459,optical spectrum,光譜,光谱,https://terms.naer.edu.tw/
460,oscilloscope tube,示波管,示波管,https://terms.naer.edu.tw/
461,outer space,外太空,太空,https://terms.naer.edu.tw/
462,output resistance,輸出電阻,输出电阻,https://terms.naer.edu.tw/
463,parallel axis theorem,平行軸定理,平行轴定理,https://terms.naer.edu.tw/
464,paramagnetic substance,順磁[性]物質,顺磁质,https://terms.naer.edu.tw/
465,parity,宇稱[性],宇称,https://terms.naer.edu.tw/
466,parity conservation,宇稱守恆,宇称守恒,https://terms.naer.edu.tw/
467,parity nonconservation,宇稱不守恆,宇称不守恒,https://terms.naer.edu.tw/
468,particle,質點；粒子,质点,https://terms.naer.edu.tw/
469,Pascal law,帕斯卡定律,帕斯卡定律,https://terms.naer.edu.tw/
470,path,路程；路徑,路程,https://terms.naer.edu.tw/
471,Pauli exclusion principle,包立不相容原理,泡利不相容原理,https://terms.naer.edu.tw/
472,perfectly elastic collision,完全彈性碰撞,完全弹性碰撞,https://terms.naer.edu.tw/
473,perfectly inelastic collision,Perfectly inelastic collision 完全非彈性碰撞,完全非弹性碰撞,https://terms.naer.edu.tw/
474,periodic table of elements,元素週期表,元素周期表,https://terms.naer.edu.tw/
475,permanent magnet,永久磁體,永磁体,https://terms.naer.edu.tw/
476,permittivity,電容率,电容率,https://terms.naer.edu.tw/
477,persistence of vision,視覺暫留,视觉暂留,https://terms.naer.edu.tw/
478,phase,相；相[位]；階段,相,https://terms.naer.edu.tw/
479,phase diagram,相圖,相图,https://terms.naer.edu.tw/
480,phase equilibrium,相平衡,相平衡,https://terms.naer.edu.tw/
481,phase transition,相變,相变,https://terms.naer.edu.tw/
482,phosphorescence,磷光,磷光,https://terms.naer.edu.tw/
483,photocell,光電池,光电管,https://terms.naer.edu.tw/
484,photoelectric cell,光電池,光电池,https://terms.naer.edu.tw/
485,photoelectric effect,光電效應,光电效应,https://terms.naer.edu.tw/
486,photoelectric tube,光電管,光电管,https://terms.naer.edu.tw/
487,photoresistor,光敏電阻[器],光敏电阻器,https://terms.naer.edu.tw/
488,phototube,光電管,光电管,https://terms.naer.edu.tw/
489,pickup tube,攝像管,摄像管,https://terms.naer.edu.tw/
490,picture tube  ,映像管,显像管,https://terms.naer.edu.tw/
491,piezoelectric buzzer,壓電蜂鳴器,压电蜂鸣器,https://terms.naer.edu.tw/
492,piezoelectric effect,壓電效應,压电效应,https://terms.naer.edu.tw/
493,pitch,螺距；音調,音调,https://terms.naer.edu.tw/
494,plastic deformation,塑性形變,塑性形变,https://terms.naer.edu.tw/
495,PN junction,PN 接面,PN结,https://terms.naer.edu.tw/
496,point discharge,尖端放電,尖端放电,https://terms.naer.edu.tw/
497,polarizability,極化率；極化性,极化率,https://terms.naer.edu.tw/
498,polarized light,偏振光,偏振光,https://terms.naer.edu.tw/
499,polaroid,偏振片；偏光片,偏振片,https://terms.naer.edu.tw/
500,position,位置,位置,https://terms.naer.edu.tw/
501,position vector,位置向量,位置矢量,https://terms.naer.edu.tw/
502,potential energy,位能；勢能,势能,https://terms.naer.edu.tw/
503,potential gradient,勢梯度,电势梯度,https://terms.naer.edu.tw/
504,potential transformer,變壓器,电压互感器,https://terms.naer.edu.tw/
505,power,功率；率；本領；冪次；動力,功率,https://terms.naer.edu.tw/
506,Poynting vector,坡印廷向量,坡印廷矢量,https://terms.naer.edu.tw/
507,precipitation,沉澱[作用]；降水；降水量,降水,https://terms.naer.edu.tw/
508,primary rainbow,虹,虹,https://terms.naer.edu.tw/
509,programmed control,程式[化]控制,程序控制,https://terms.naer.edu.tw/
510,projectile motion,拋體運動,抛体运动,https://terms.naer.edu.tw/
511,proportional counter,正比計數器,正比计数器,https://terms.naer.edu.tw/
512,Ptolemy,托勒米,托勒密,https://terms.naer.edu.tw/
513,quality factor,品質因子,品质因数,https://terms.naer.edu.tw/
514,quantum mechanics,量子力學,量子力学,https://terms.naer.edu.tw/
515,quark model,夸克模型,夸克模型,https://terms.naer.edu.tw/
516,radar,雷達,雷达,https://terms.naer.edu.tw/
517,radiation protection,輻射防護,辐射防护,https://terms.naer.edu.tw/
518,radio navigation,無線電導航,无线电导航,https://terms.naer.edu.tw/
519,radio telescope,無線電望遠鏡；射電望遠鏡,射电望远镜,https://terms.naer.edu.tw/
520,radio wave,無線電波；射電波,无线电波,https://terms.naer.edu.tw/
521,radioactive dating,放射性定年法,放射性年代测定,https://terms.naer.edu.tw/
522,radioactive decay,放射衰變,放射性衰变,https://terms.naer.edu.tw/
523,radioactive series,放射系,放射系,https://terms.naer.edu.tw/
524,radioactive tracer method,放射[性]示踪法,放射性示踪法,https://terms.naer.edu.tw/
525,radioactivity,放射現象；放射性,放射性,https://terms.naer.edu.tw/
526,radiotelegram,無線電報,无线电报,https://terms.naer.edu.tw/
527,radiotelegraphy,無線電報,无线电报,https://terms.naer.edu.tw/
528,radiotelephone,無線電話,无线电话,https://terms.naer.edu.tw/
529,reactance,電抗,电抗,https://terms.naer.edu.tw/
530,reaction cross-section,反應截面,反应截面,https://terms.naer.edu.tw/
531,reaction energy,反應能[量],反应能,https://terms.naer.edu.tw/
532,real image,實像,实像,https://terms.naer.edu.tw/
533,reference frame,參考[坐標]系,参考系,https://terms.naer.edu.tw/
534,reference system,參考系統,参考系,https://terms.naer.edu.tw/
535,reflection of light,光反射,光的反射,https://terms.naer.edu.tw/
536,refraction of light,光折射,光的折射,https://terms.naer.edu.tw/
537,refractive index,折射率,折射率,https://terms.naer.edu.tw/
538,refrigeration,冷凍,制冷,https://terms.naer.edu.tw/
539,relative error,相對誤差,相对误差,https://terms.naer.edu.tw/
540,relative humidity,相對濕度,相对湿度,https://terms.naer.edu.tw/
541,relative motion,相對運動,相对运动,https://terms.naer.edu.tw/
542,relativity of simultaneity,同時[性]之相對性,同时性的相对性,https://terms.naer.edu.tw/
543,relativity principle,相對論原理,相对性原理,https://terms.naer.edu.tw/
544,remote control,遙控,遥控,https://terms.naer.edu.tw/
545,remote controller,遙控器,遥控器,https://terms.naer.edu.tw/
546,remote sensing technology,遙感技術；遙測技術,遥感技术,https://terms.naer.edu.tw/
547,residual magnetism,殘磁,剩磁,https://terms.naer.edu.tw/
548,resistance,電阻,电阻,https://terms.naer.edu.tw/
549,resistance element,電阻元件,电阻元件,https://terms.naer.edu.tw/
550,resistance thermometer,電阻[式]溫度計,电阻温度计,https://terms.naer.edu.tw/
551,resolution of force,力之分解,力的分解,https://terms.naer.edu.tw/
552,resonance,共振；共鳴,谐振,https://terms.naer.edu.tw/
553,resonance state,共振態,共振态,https://terms.naer.edu.tw/
554,rest energy,靜能[量],静能,https://terms.naer.edu.tw/
555,reverberation,[交]混[回]響，反射,混响,https://terms.naer.edu.tw/
556,reversibility of optical path,光徑可逆性,光路可逆性,https://terms.naer.edu.tw/
557,rigid body,剛體,刚体,https://terms.naer.edu.tw/
558,robot,機器人；自動機,机器人,https://terms.naer.edu.tw/
559,rocket,火箭,火箭,https://terms.naer.edu.tw/
560,rolling friction,滾動摩擦,滚动摩擦,https://terms.naer.edu.tw/
561,saturated vapor pressure,飽和蒸氣壓,饱和蒸汽压,https://terms.naer.edu.tw/
562,scalar,純量,标量,https://terms.naer.edu.tw/
563,scanner,掃描器,扫描仪,https://terms.naer.edu.tw/
564,scanning tunnel microscope｛=STM｝,掃描穿隧顯微鏡,扫描隧道显微镜,https://terms.naer.edu.tw/
565,scattering of light,光散射,光的散射,https://terms.naer.edu.tw/
566,Schrödinger equation,薛丁格方程[式],薛定谔方程,https://terms.naer.edu.tw/
567,scintillation counter,閃爍計數器,闪烁计数器,https://terms.naer.edu.tw/
568,second cosmic velocity,第二宇宙速度,第二宇宙速度,https://terms.naer.edu.tw/
569,secondary rainbow,霓,霓,https://terms.naer.edu.tw/
570,selectivity,選擇性,选择性,https://terms.naer.edu.tw/
571,self-induction,自感[應],自感,https://terms.naer.edu.tw/
572,semiconductor,半導體,半导体,https://terms.naer.edu.tw/
573,semiconductor chip,半導體晶片,半导体芯片,https://terms.naer.edu.tw/
574,semiconductor laser,半導體雷射,半导体激光器,https://terms.naer.edu.tw/
575,semiconductor triode,半導體三極體,半导体三极管,https://terms.naer.edu.tw/
576,sensitivity,靈敏度；敏感度,灵敏度,https://terms.naer.edu.tw/
577,sensor,感測器,传感器,https://terms.naer.edu.tw/
578,shape-memory alloy,形狀記憶合金,记忆合金,https://terms.naer.edu.tw/
579,signal-to-noise ratio,訊噪比,信噪比,https://terms.naer.edu.tw/
580,significant figure,有效數字,有效数字,https://terms.naer.edu.tw/
581,silicon steel sheet,矽鋼片,硅钢片,https://terms.naer.edu.tw/
582,simple harmonic motion,簡諧運動,简谐运动,https://terms.naer.edu.tw/
583,simple harmonic wave,簡諧波,简谐波,https://terms.naer.edu.tw/
584,simple machine,簡單機械,简单机械,https://terms.naer.edu.tw/
585,simple pendulum,單擺,单摆,https://terms.naer.edu.tw/
586,sky wave,天[空電]波,天波,https://terms.naer.edu.tw/
587,sliding friction,滑動摩擦,滑动摩擦,https://terms.naer.edu.tw/
588,sodium lamp,鈉[光]燈,钠灯,https://terms.naer.edu.tw/
589,soft magnetic material,軟磁材料,软磁材料,https://terms.naer.edu.tw/
590,software,軟體,软件,https://terms.naer.edu.tw/
591,solar energy,太陽能,太阳能,https://terms.naer.edu.tw/
592,solid state laser,固態雷射,固体激光器,https://terms.naer.edu.tw/
593,solidification,固化,凝固,https://terms.naer.edu.tw/
594,sonar,聲納,声呐,https://terms.naer.edu.tw/
595,sound pressure,聲壓,声压,https://terms.naer.edu.tw/
596,sound velocity,聲速,声速,https://terms.naer.edu.tw/
597,sound wave,聲波,声波,https://terms.naer.edu.tw/
598,space  ,空間；太空,太空,https://terms.naer.edu.tw/
599,spark discharge,火花放電,火花放电,https://terms.naer.edu.tw/
600,specific charge,荷質比,比荷,https://terms.naer.edu.tw/
601,specific gravity,比重,比重,https://terms.naer.edu.tw/
602,specific weight,比重[量],比重,https://terms.naer.edu.tw/
603,speed,速率,速率,https://terms.naer.edu.tw/
604,spin,自轉；自旋,自旋,https://terms.naer.edu.tw/
605,standing wave,駐波,驻波,https://terms.naer.edu.tw/
606,star connection,星形接法,星型接法,https://terms.naer.edu.tw/
607,steady current,穩[定電]流,恒定电流,https://terms.naer.edu.tw/
608,steady flow,穩流,定常流动,https://terms.naer.edu.tw/
609,stereo,立體聲,立体声,https://terms.naer.edu.tw/
610,Stern-Gerlach experiment,斯特恩-革拉赫實驗,施特恩-格拉赫实验,https://terms.naer.edu.tw/
611,storage,儲存器,存储器,https://terms.naer.edu.tw/
612,strain,應變,应变,https://terms.naer.edu.tw/
613,strange particle,奇異粒子,奇异粒子,https://terms.naer.edu.tw/
614,stream line,流線,流线,https://terms.naer.edu.tw/
615,stream tube,流線管,流管,https://terms.naer.edu.tw/
616,streamline,流線,流线型,https://terms.naer.edu.tw/
617,stress,應力,应力,https://terms.naer.edu.tw/
618,strobe photography,頻閃攝影術,频闪摄影,https://terms.naer.edu.tw/
619,stroboscopic photography,頻閃攝影術,频闪摄影,https://terms.naer.edu.tw/
620,strong interaction,強[交互]作用,强相互作用,https://terms.naer.edu.tw/
621,sublimation,昇華,升华,https://terms.naer.edu.tw/
622,sun-synchronous orbit,太陽同步軌道,太阳同步轨道,https://terms.naer.edu.tw/
623,superconductor,超導體,超导体,https://terms.naer.edu.tw/
624,supercooled liquid,超冷液體,过冷液体,https://terms.naer.edu.tw/
625,superheated liquid,超熱液體,过热液体,https://terms.naer.edu.tw/
626,supersonic wave,超音速,超声波,https://terms.naer.edu.tw/
627,surface energy,表面能,表面能,https://terms.naer.edu.tw/
628,surface tension,表面張力,表面张力,https://terms.naer.edu.tw/
629,surface tension coefficient,表面張力係數,表面张力系数,https://terms.naer.edu.tw/
630,susceptance,電納,电纳,https://terms.naer.edu.tw/
631,synchronous communication satellite,同步通訊衛星,同步轨道通信卫星,https://terms.naer.edu.tw/
632,system of particles,質點系,质点系,https://terms.naer.edu.tw/
633,systematic error,系統誤差,系统误差,https://terms.naer.edu.tw/
634,telecommand,遙控,遥控,https://terms.naer.edu.tw/
635,telecontroller,遙控器,遥控器,https://terms.naer.edu.tw/
636,telescope,望遠鏡,望远镜,https://terms.naer.edu.tw/
637,television｛=TV｝,電視,电视,https://terms.naer.edu.tw/
638,temperature coefficient of resistance,電阻溫度係數,电阻温度系数,https://terms.naer.edu.tw/
639,terminal voltage,端電壓,端电压,https://terms.naer.edu.tw/
640,thermistor,熱敏電阻[器],热敏电阻器,https://terms.naer.edu.tw/
641,thermocouple thermometer,熱電偶溫度計,热电偶温度计,https://terms.naer.edu.tw/
642,thermodynamic laws,熱力學定律,热力学定律,https://terms.naer.edu.tw/
643,thermoelectric effect,熱電效應,温差电效应,https://terms.naer.edu.tw/
644,thermometer,溫度計,温度计,https://terms.naer.edu.tw/
645,thick lens,厚透鏡,厚透镜,https://terms.naer.edu.tw/
646,thin lens,薄透鏡,薄透镜,https://terms.naer.edu.tw/
647,third cosmic velocity,第三宇宙速度,第三宇宙速度,https://terms.naer.edu.tw/
648,three phase four wire system,三相四線制,三相四线制,https://terms.naer.edu.tw/
649,three phase three wire system,三相三線制,三相三线制,https://terms.naer.edu.tw/
650,three phase transformer,三相變壓器,三相变压器,https://terms.naer.edu.tw/
651,three-dimensional television,立體電視,3D电视,https://terms.naer.edu.tw/
652,three-phase three-wire system,三相三線制,三相三线制,https://terms.naer.edu.tw/
653,time,時；時刻,时间,https://terms.naer.edu.tw/
654,time-delay relay,延時繼電器,延时继电器,https://terms.naer.edu.tw/
655,tokamak,托卡馬克,托卡马克,https://terms.naer.edu.tw/
656,total internal reflection,全反射,全反射,https://terms.naer.edu.tw/
657,total reflection,全反射,全反射,https://terms.naer.edu.tw/
658,transducer,換能器:轉換器,传感器,https://terms.naer.edu.tw/
659,transformer,變壓器,变压器,https://terms.naer.edu.tw/
660,transistor amplifier,電晶體放大器,晶体管放大器,https://terms.naer.edu.tw/
661,truth table,真值表,真值表,https://terms.naer.edu.tw/
662,tuning,調諧；調音,调谐,https://terms.naer.edu.tw/
663,turbulence  ,亂流；湍流,湍流,https://terms.naer.edu.tw/
664,turbulent flow,亂流；湍流,湍流,https://terms.naer.edu.tw/
665,ultrasonic wave,超音波,超声波,https://terms.naer.edu.tw/
666,ultrasound,超音波,超声波,https://terms.naer.edu.tw/
667,uncertainty principle,測不準原理,不确定原理,https://terms.naer.edu.tw/
668,uniform motion in a straight line,等速直線運動,匀速直线运动,https://terms.naer.edu.tw/
669,universal gravitation,萬有引力,万有引力,https://terms.naer.edu.tw/
670,universe,宇宙,宇宙,https://terms.naer.edu.tw/
671,vacuum gauge,真空計,真空规,https://terms.naer.edu.tw/
672,vacuum pump,真空泵,真空泵,https://terms.naer.edu.tw/
673,vacuum tube,真空管,真空管,https://terms.naer.edu.tw/
674,vaporization,蒸發，汽化,汽化,https://terms.naer.edu.tw/
675,vector,向量,矢量,https://terms.naer.edu.tw/
676,velocity,速度,速度,https://terms.naer.edu.tw/
677,vernier caliper,游標[卡]尺,游标卡尺,https://terms.naer.edu.tw/
678,viewing angle,視角,视角,https://terms.naer.edu.tw/
679,virtual image,虛像,虚像,https://terms.naer.edu.tw/
680,viscous fluid,黏性流體,粘性流体,https://terms.naer.edu.tw/
681,visual angle,視角,视角,https://terms.naer.edu.tw/
682,volt-ampere characteristics,伏安特性曲線,伏安特性曲线,https://terms.naer.edu.tw/
683,voltage transformer,變壓器,电压互感器,https://terms.naer.edu.tw/
684,voltmeter-ammeter method,伏安法,伏安法,https://terms.naer.edu.tw/
685,volume [expansion] coefficient,體膨脹係數,体膨胀系数,https://terms.naer.edu.tw/
686,vortex electric field,渦旋電場,涡旋电场,https://terms.naer.edu.tw/
687,vortex field,渦旋場,旋涡场,https://terms.naer.edu.tw/
688,wave diffraction,波繞射,波的衍射,https://terms.naer.edu.tw/
689,wave function,波函數,波函数,https://terms.naer.edu.tw/
690,wave interference,波干涉,波的干涉,https://terms.naer.edu.tw/
691,wave-particle dualism,波粒二象論,波粒二象性,https://terms.naer.edu.tw/
692,wave-particle duality,波粒二象性,波粒二象性,https://terms.naer.edu.tw/
693,wavelength,波長,波长,https://terms.naer.edu.tw/
694,weak interaction,弱[交互]作用,弱相互作用,https://terms.naer.edu.tw/
695,wedge,楔；劈,劈,https://terms.naer.edu.tw/
696,weight,重；重量；權重,重量,https://terms.naer.edu.tw/
697,weightlessness,失重,失重,https://terms.naer.edu.tw/
698,Wheatstone bridge,惠司同電橋,惠斯通电桥,https://terms.naer.edu.tw/
699,wheel and axle,輪軸,轮轴,https://terms.naer.edu.tw/
700,white dwarf,白矮星,白矮星,https://terms.naer.edu.tw/
701,wide-angle lens,廣角透鏡,广角镜头,https://terms.naer.edu.tw/
702,work,功,功,https://terms.naer.edu.tw/
703,X-ray,X光；X射線,X射线,https://terms.naer.edu.tw/
704,xerography,靜電複印術,静电复印,https://terms.naer.edu.tw/
705,zoom [lens],可變焦距透鏡,变焦镜头,https://terms.naer.edu.tw/
706,γ-ray,γ射線,γ射线,https://terms.naer.edu.tw/
